yield,clonesize,honeybee,bumbles,andrena,osmia,MaxOfUpperTRange,MinOfUpperTRange,AverageOfUpperTRange,MaxOfLowerTRange,MinOfLowerTRange,AverageOfLowerTRange,RainingDays,AverageRainingDays,fruitset,fruitmass,seeds
6465.37205,0.0,0.01356483993488877,0.4273504273504274,0.84,0.6666666666666666,0.0,0.09144542772861364,0.0,0.0,0.0,0.0,1.0,1.0,0.4241456811205272,0.27535018936449346,0.6406692232615179
5236.03334,0.5,0.02712967986977754,0.4273504273504274,0.6666666666666666,1.0,0.0,0.09144542772861364,0.0,0.0,0.0,0.0,0.696969696969697,0.66,0.4123708301639295,0.27398286415554723,0.408507940217933
7183.10038,0.0,0.01356483993488877,0.4273504273504274,0.5066666666666666,1.0,1.0,0.5368731563421829,1.0,0.8294930875576036,1.0,0.7067307692307692,0.696969696969697,0.66,0.6099793558733626,0.4159948211582188,0.7666020852689883
4179.18592,0.5,0.02712967986977754,0.4273504273504274,0.84,1.0,0.6546184738955825,0.38348082595870214,0.6586538461538463,0.5437788018433176,0.6551724137931032,0.46153846153846123,0.696969696969697,0.66,0.32866473143089814,0.28525283901040926,0.3911872862318635
4930.61903,0.5,0.02712967986977754,0.4273504273504274,0.5066666666666666,0.84,0.0,0.09144542772861364,0.0,0.0,0.0,0.0,1.0,1.0,0.3690677186860908,0.25610349234769186,0.3823250018012292
7628.6476,0.5,0.02712967986977754,0.4273504273504274,0.6666666666666666,1.0,1.0,0.5368731563421829,1.0,0.8294930875576036,1.0,0.7067307692307692,0.0,0.08000000000000002,0.6268858276295646,0.44688096878694555,0.802822434222427
5948.11447,0.0,0.01356483993488877,0.4273504273504274,0.5066666666666666,0.5066666666666666,1.0,0.5368731563421829,1.0,0.8294930875576036,1.0,0.7067307692307692,0.696969696969697,0.66,0.48969618935550163,0.3743367818767523,0.5838249594793905
5496.08506,0.0,0.01356483993488877,0.4273504273504274,1.0,1.0,0.6546184738955825,0.38348082595870214,0.6586538461538463,0.5437788018433176,0.6551724137931032,0.46153846153846123,0.696969696969697,0.66,0.4453423893371218,0.3382482174375338,0.5142766643157408
5347.71894,0.5,0.02712967986977754,0.6495726495726496,0.5066666666666666,1.0,1.0,0.5368731563421829,1.0,0.8294930875576036,1.0,0.7067307692307692,0.696969696969697,0.66,0.4018741004874242,0.32554962300395157,0.45816589310205735
6400.02221,0.0,0.01356483993488877,0.4273504273504274,0.6666666666666666,0.6666666666666666,0.0,0.09144542772861364,0.0,0.0,0.0,0.0,0.0,0.08000000000000002,0.5112985364968501,0.3191419939697621,0.6067838036834654
6034.64214,0.0,0.01356483993488877,0.4273504273504274,0.84,0.6666666666666666,0.30923694779116495,0.23008849557522115,0.3125,0.25806451612903203,0.31034482758620685,0.2211538461538458,1.0,1.0,0.5334152516328937,0.39609877681201505,0.6459710035557391
5403.69852,0.5,0.02712967986977754,0.6495726495726496,0.5066666666666666,0.6666666666666666,1.0,0.5368731563421829,1.0,0.8294930875576036,1.0,0.7067307692307692,0.696969696969697,0.66,0.41511437284614794,0.3191129424129356,0.45816589310205735
6328.89332,0.5,0.02712967986977754,0.6495726495726496,0.6666666666666666,0.84,0.6546184738955825,0.38348082595870214,0.6586538461538463,0.5437788018433176,0.6551724137931032,0.46153846153846123,0.4545454545454546,0.4,0.5211684918729302,0.37758387879838834,0.618204295093665
5628.71053,0.0,0.01356483993488877,0.6495726495726496,0.5066666666666666,0.84,0.6546184738955825,0.38348082595870214,0.6586538461538463,0.5437788018433176,0.6551724137931032,0.46153846153846123,0.4545454545454546,0.4,0.4825622879045932,0.35681450226872785,0.532070768659344
6554.97686,0.0,0.01356483993488877,0.6495726495726496,0.6666666666666666,0.6666666666666666,0.0,0.09144542772861364,0.0,0.0,0.0,0.0,0.696969696969697,0.66,0.5833416581215175,0.3367820710180229,0.6944319911086383
7564.77493,0.0,0.01356483993488877,0.4273504273504274,1.0,0.84,1.0,0.5368731563421829,1.0,0.8294930875576036,1.0,0.7067307692307692,0.4545454545454546,0.4,0.6145468949487357,0.41618693760236863,0.7651429586458518
7969.02575,0.5,0.02712967986977754,0.4273504273504274,0.84,1.0,0.6546184738955825,0.38348082595870214,0.6586538461538463,0.5437788018433176,0.6551724137931032,0.46153846153846123,1.0,1.0,0.6489626100148338,0.4487169282794679,0.8455045564895494
6942.3963,0.5,0.02712967986977754,0.4273504273504274,0.6666666666666666,0.6666666666666666,0.30923694779116495,0.23008849557522115,0.3125,0.25806451612903203,0.31034482758620685,0.2211538461538458,0.4545454545454546,0.4,0.5350074135337626,0.3944027910757821,0.6681378039998846
4503.16186,0.0,0.01356483993488877,0.4273504273504274,1.0,1.0,0.0,0.09144542772861364,0.0,0.0,0.0,0.0,0.4545454545454546,0.4,0.37758371896749676,0.26788831023897924,0.38012751765996833
4745.46028,0.0,0.01356483993488877,0.4273504273504274,0.3333333333333333,0.84,0.0,0.09144542772861364,0.0,0.0,0.0,0.0,0.696969696969697,0.66,0.4029975092934327,0.2889000297341359,0.4425390960926514
5892.161,0.5,0.02712967986977754,0.4273504273504274,0.6666666666666666,1.0,1.0,0.5368731563421829,1.0,0.8294930875576036,1.0,0.7067307692307692,1.0,1.0,0.46891810984053195,0.3532139935998095,0.49885616084151096
4858.24073,0.0,0.01356483993488877,0.4273504273504274,0.3333333333333333,0.5066666666666666,1.0,0.5368731563421829,1.0,0.8294930875576036,1.0,0.7067307692307692,1.0,1.0,0.40911123311136743,0.30428940938388066,0.4380724083644767
7303.58812,0.0,0.01356483993488877,0.4273504273504274,0.6666666666666666,0.6666666666666666,1.0,0.5368731563421829,1.0,0.8294930875576036,1.0,0.7067307692307692,0.4545454545454546,0.4,0.5965782548059111,0.4187925037411386,0.7040471956693115
7357.3589,0.5,0.02712967986977754,0.4273504273504274,0.84,1.0,1.0,0.5368731563421829,1.0,0.8294930875576036,1.0,0.7067307692307692,0.4545454545454546,0.4,0.6297433661827078,0.44380353825533286,0.7666020852689883
5203.87681,0.5,0.02712967986977754,0.4273504273504274,0.84,1.0,0.6546184738955825,0.38348082595870214,0.6586538461538463,0.5437788018433176,0.6551724137931032,0.46153846153846123,0.696969696969697,0.66,0.42509260759199596,0.3220146225050861,0.5178498058138932
5722.57676,0.5,0.02712967986977754,0.4273504273504274,0.84,0.84,0.6546184738955825,0.38348082595870214,0.6586538461538463,0.5437788018433176,0.6551724137931032,0.46153846153846123,1.0,1.0,0.47437831625088145,0.3530032806271866,0.556562325421039
7945.18784,0.0,0.01356483993488877,0.6495726495726496,0.6666666666666666,0.6666666666666666,1.0,0.5368731563421829,1.0,0.8294930875576036,1.0,0.7067307692307692,0.0,0.08000000000000002,0.6556593201403117,0.455568413886457,0.8327927069927004
3837.51296,0.5,0.02712967986977754,0.4273504273504274,0.5066666666666666,0.84,1.0,0.5368731563421829,1.0,0.8294930875576036,1.0,0.7067307692307692,0.696969696969697,0.66,0.2872123984898475,0.2582310623607738,0.35560985249821475
7085.06308,0.5,0.02712967986977754,0.4273504273504274,0.84,1.0,0.30923694779116495,0.23008849557522115,0.3125,0.25806451612903203,0.31034482758620685,0.2211538461538458,1.0,1.0,0.5724200195555554,0.3986027914236943,0.6566742650077626
7425.75194,0.0,0.01356483993488877,0.4273504273504274,0.6666666666666666,0.84,0.6546184738955825,0.38348082595870214,0.6586538461538463,0.5437788018433176,0.6551724137931032,0.46153846153846123,0.0,0.08000000000000002,0.6046752891105627,0.4264661077871214,0.7580335528821902
4999.15621,0.5,0.02712967986977754,0.4273504273504274,0.84,0.6666666666666666,0.6546184738955825,0.38348082595870214,0.6586538461538463,0.5437788018433176,0.6551724137931032,0.46153846153846123,1.0,1.0,0.3354521217225006,0.30662116150896895,0.3955692751942639
6422.92209,0.0,0.01356483993488877,0.6495726495726496,0.6666666666666666,0.6666666666666666,1.0,0.5368731563421829,1.0,0.8294930875576036,1.0,0.7067307692307692,0.696969696969697,0.66,0.5162142668613421,0.3855715822722032,0.6407914182943806
5514.66748,0.5,0.02712967986977754,0.4273504273504274,0.6666666666666666,0.6666666666666666,0.30923694779116495,0.23008849557522115,0.3125,0.25806451612903203,0.31034482758620685,0.2211538461538458,0.4545454545454546,0.4,0.42216461601175737,0.3382482174375338,0.5121444958577333
3396.72989,0.5,0.02712967986977754,0.6495726495726496,0.5066666666666666,0.84,1.0,0.5368731563421829,1.0,0.8294930875576036,1.0,0.7067307692307692,0.4545454545454546,0.4,0.2804174382453336,0.26118810112163465,0.3051843838188806
5945.89951,0.5,0.02712967986977754,0.4273504273504274,0.6666666666666666,0.84,0.0,0.09144542772861364,0.0,0.0,0.0,0.0,1.0,1.0,0.46180779578827835,0.3245337739492005,0.4976744620341438
5605.221,0.5,0.02712967986977754,0.4273504273504274,0.6666666666666666,0.6666666666666666,1.0,0.5368731563421829,1.0,0.8294930875576036,1.0,0.7067307692307692,0.4545454545454546,0.4,0.44850424062188343,0.33074037857251476,0.5002696809077667
3826.17226,1.0,0.01356483993488877,0.4273504273504274,0.3333333333333333,0.3333333333333333,0.6546184738955825,0.38348082595870214,0.6586538461538463,0.5437788018433176,0.6551724137931032,0.46153846153846123,1.0,1.0,0.2983243023883584,0.2734368397034788,0.33444601517282635
6368.84982,0.5,0.02712967986977754,0.4273504273504274,0.84,0.6666666666666666,0.0,0.09144542772861364,0.0,0.0,0.0,0.0,0.696969696969697,0.66,0.49771331131483665,0.3245337739492005,0.5587200044640341
7411.17457,0.5,0.02712967986977754,0.4273504273504274,1.0,1.0,0.6546184738955825,0.38348082595870214,0.6586538461538463,0.5437788018433176,0.6551724137931032,0.46153846153846123,0.4545454545454546,0.4,0.6029689767543345,0.42396618688417925,0.7666020852689883
4966.77945,0.0,0.01356483993488877,0.4273504273504274,0.6666666666666666,0.84,0.30923694779116495,0.23008849557522115,0.3125,0.25806451612903203,0.31034482758620685,0.2211538461538458,0.696969696969697,0.66,0.4015194322666479,0.3191129424129356,0.4703579727951206
6236.70711,0.0,0.01356483993488877,0.6495726495726496,0.5066666666666666,1.0,1.0,0.5368731563421829,1.0,0.8294930875576036,1.0,0.7067307692307692,0.4545454545454546,0.4,0.4872215502006587,0.37556231782786403,0.6067838036834654
4952.9856,0.5,0.02712967986977754,0.6495726495726496,0.5066666666666666,1.0,0.0,0.09144542772861364,0.0,0.0,0.0,0.0,0.696969696969697,0.66,0.35884830880061447,0.26764221264674676,0.39892496176622694
6443.2569,0.5,0.02712967986977754,0.4273504273504274,0.5066666666666666,1.0,1.0,0.5368731563421829,1.0,0.8294930875576036,1.0,0.7067307692307692,0.0,0.08000000000000002,0.4779023229520074,0.3630571237582986,0.6011198894625325
6707.59259,0.0,0.01356483993488877,0.6495726495726496,0.5066666666666666,0.84,0.6546184738955825,0.38348082595870214,0.6586538461538463,0.5437788018433176,0.6551724137931032,0.46153846153846123,0.4545454545454546,0.4,0.5306230351527893,0.3690916407341785,0.6651195993381855
7298.0026,0.0,0.01356483993488877,0.4273504273504274,0.84,0.84,0.6546184738955825,0.38348082595870214,0.6586538461538463,0.5437788018433176,0.6551724137931032,0.46153846153846123,0.4545454545454546,0.4,0.6085926601077636,0.41618693760236863,0.7541973833622897
5735.13303,0.5,0.02712967986977754,0.4273504273504274,0.84,0.84,1.0,0.5368731563421829,1.0,0.8294930875576036,1.0,0.7067307692307692,1.0,1.0,0.4302978652334618,0.3258436689103387,0.5091095911401986
4042.84264,0.5,0.02712967986977754,0.4273504273504274,0.5066666666666666,1.0,0.6546184738955825,0.38348082595870214,0.6586538461538463,0.5437788018433176,0.6551724137931032,0.46153846153846123,0.696969696969697,0.66,0.32101626368001,0.27111627905046404,0.3874538952009834
5178.27031,0.5,0.02712967986977754,0.4273504273504274,0.6666666666666666,1.0,0.6546184738955825,0.38348082595870214,0.6586538461538463,0.5437788018433176,0.6551724137931032,0.46153846153846123,0.696969696969697,0.66,0.4296723151168407,0.3025967773805603,0.47597890186806
6860.39643,0.5,0.02712967986977754,0.6495726495726496,0.6666666666666666,0.84,0.6546184738955825,0.38348082595870214,0.6586538461538463,0.5437788018433176,0.6551724137931032,0.46153846153846123,0.696969696969697,0.66,0.5502001200902452,0.40622883392092973,0.7145203848285866
7007.66825,0.5,0.02712967986977754,0.4273504273504274,0.6666666666666666,1.0,1.0,0.5368731563421829,1.0,0.8294930875576036,1.0,0.7067307692307692,0.696969696969697,0.66,0.6308633491478155,0.4448824618603611,0.8108028230838618
7411.17457,0.0,0.01356483993488877,0.4273504273504274,1.0,0.84,0.6546184738955825,0.38348082595870214,0.6586538461538463,0.5437788018433176,0.6551724137931032,0.46153846153846123,0.0,0.08000000000000002,0.6313431027208648,0.43311564180588963,0.7324362243159157
5492.81699,0.5,0.02712967986977754,0.4273504273504274,1.0,0.6666666666666666,0.6546184738955825,0.38348082595870214,0.6586538461538463,0.5437788018433176,0.6551724137931032,0.46153846153846123,0.696969696969697,0.66,0.4482873196238748,0.3316316485470165,0.5134016768771514
5831.7066,0.5,0.02712967986977754,0.6495726495726496,0.6666666666666666,0.6666666666666666,0.6546184738955825,0.38348082595870214,0.6586538461538463,0.5437788018433176,0.6551724137931032,0.46153846153846123,0.696969696969697,0.66,0.48307537862588024,0.3602215293352334,0.6086218997666941
8298.20697,0.5,0.02712967986977754,0.6495726495726496,0.6666666666666666,0.84,0.30923694779116495,0.23008849557522115,0.3125,0.25806451612903203,0.31034482758620685,0.2211538461538458,0.0,0.08000000000000002,0.6769690857910118,0.47700871360386304,0.8919402004449613
6942.3963,0.0,0.01356483993488877,0.4273504273504274,0.6666666666666666,1.0,1.0,0.5368731563421829,1.0,0.8294930875576036,1.0,0.7067307692307692,0.4545454545454546,0.4,0.5484425747049384,0.39740542047126154,0.6681378039998846
5700.24324,0.0,0.01356483993488877,0.4273504273504274,0.5066666666666666,0.84,0.30923694779116495,0.23008849557522115,0.3125,0.25806451612903203,0.31034482758620685,0.2211538461538458,0.0,0.08000000000000002,0.46568055121936236,0.34548409487751025,0.540065954770008
6320.23893,0.0,0.01356483993488877,0.4273504273504274,1.0,0.84,1.0,0.5368731563421829,1.0,0.8294930875576036,1.0,0.7067307692307692,0.4545454545454546,0.4,0.47778181579732837,0.345340191655328,0.5348413338345572
6030.98074,0.5,0.01356483993488877,0.4273504273504274,0.6666666666666666,0.84,0.30923694779116495,0.23008849557522115,0.3125,0.25806451612903203,0.31034482758620685,0.2211538461538458,0.4545454545454546,0.4,0.4338692731434427,0.33694814702415404,0.4636809154604902
8174.46338,0.0,0.01356483993488877,0.6495726495726496,0.5066666666666666,0.6666666666666666,0.6546184738955825,0.38348082595870214,0.6586538461538463,0.5437788018433176,0.6551724137931032,0.46153846153846123,0.4545454545454546,0.4,0.6538317917270486,0.48461581695852046,0.9058789154121012
2605.69676,0.0,0.01356483993488877,0.4273504273504274,0.3333333333333333,0.3333333333333333,0.30923694779116495,0.23008849557522115,0.3125,0.25806451612903203,0.31034482758620685,0.2211538461538458,1.0,1.0,0.08838329126203442,0.25122747375176385,0.5002696809077667
4323.93099,0.5,0.02712967986977754,0.6495726495726496,0.6666666666666666,0.84,1.0,0.5368731563421829,1.0,0.8294930875576036,1.0,0.7067307692307692,0.696969696969697,0.66,0.36983013848555857,0.2313501054063773,0.3151912980337386
5755.70016,0.5,0.02712967986977754,0.4273504273504274,1.0,0.84,0.6546184738955825,0.38348082595870214,0.6586538461538463,0.5437788018433176,0.6551724137931032,0.46153846153846123,0.696969696969697,0.66,0.45429051557117683,0.35098589813589937,0.5142766643157408
7152.13259,0.0,0.01356483993488877,0.6495726495726496,0.6666666666666666,0.6666666666666666,0.30923694779116495,0.23008849557522115,0.3125,0.25806451612903203,0.31034482758620685,0.2211538461538458,1.0,1.0,0.5983050941012835,0.42283117699698086,0.7449933580480801
2946.92602,0.5,0.02712967986977754,0.4273504273504274,0.84,0.84,0.6546184738955825,0.38348082595870214,0.6586538461538463,0.5437788018433176,0.6551724137931032,0.46153846153846123,1.0,1.0,0.22151158265644155,0.21403665262734722,0.21489734803762173
7858.68558,0.0,0.01356483993488877,0.4273504273504274,0.84,1.0,0.6546184738955825,0.38348082595870214,0.6586538461538463,0.5437788018433176,0.6551724137931032,0.46153846153846123,0.0,0.08000000000000002,0.6634700312817217,0.4715665852454843,0.8674275630507813
7914.17118,0.5,0.02712967986977754,0.4273504273504274,0.6666666666666666,1.0,0.0,0.09144542772861364,0.0,0.0,0.0,0.0,0.0,0.08000000000000002,0.6549970944762524,0.45472045280727796,0.8919402004449613
6735.24371,0.5,0.02712967986977754,0.6495726495726496,0.6666666666666666,0.6666666666666666,0.30923694779116495,0.23008849557522115,0.3125,0.25806451612903203,0.31034482758620685,0.2211538461538458,0.0,0.08000000000000002,0.5332695253549741,0.38164806797477974,0.6398024620031506
8413.65966,0.0,0.01356483993488877,0.6495726495726496,0.5066666666666666,1.0,1.0,0.5368731563421829,1.0,0.8294930875576036,1.0,0.7067307692307692,0.0,0.08000000000000002,0.6794313925431951,0.46671663004625213,0.8650689410195156
4696.44394,0.5,0.02712967986977754,0.6495726495726496,0.6666666666666666,1.0,0.6546184738955825,0.38348082595870214,0.6586538461538463,0.5437788018433176,0.6551724137931032,0.46153846153846123,1.0,1.0,0.2980046389539611,0.25881579337642696,0.2856110120676627
6315.23321,0.0,0.01356483993488877,0.6495726495726496,0.6666666666666666,0.6666666666666666,1.0,0.5368731563421829,1.0,0.8294930875576036,1.0,0.7067307692307692,0.696969696969697,0.66,0.5170207713308894,0.38744482312427636,0.6403494889096755
7022.18973,0.0,0.01356483993488877,0.4273504273504274,0.6666666666666666,1.0,1.0,0.5368731563421829,1.0,0.8294930875576036,1.0,0.7067307692307692,0.0,0.08000000000000002,0.5917560339711317,0.42269519628445945,0.7040471956693115
5556.37228,0.5,0.02712967986977754,0.4273504273504274,0.5066666666666666,0.84,1.0,0.5368731563421829,1.0,0.8294930875576036,1.0,0.7067307692307692,0.696969696969697,0.66,0.46568055121936236,0.3759867813826992,0.6403494889096755
6135.69998,0.0,0.01356483993488877,0.6495726495726496,0.6666666666666666,0.6666666666666666,0.0,0.09144542772861364,0.0,0.0,0.0,0.0,0.696969696969697,0.66,0.4872215502006587,0.32343916250348587,0.5643801391879077
8090.41713,0.5,0.02712967986977754,0.4273504273504274,0.6666666666666666,0.84,0.0,0.09144542772861364,0.0,0.0,0.0,0.0,0.0,0.08000000000000002,0.51613289767484,0.37299891441661254,0.5784320840021631
5514.66748,0.0,0.01356483993488877,0.4273504273504274,0.3333333333333333,1.0,0.0,0.09144542772861364,0.0,0.0,0.0,0.0,0.4545454545454546,0.4,0.4259760029838231,0.30314554451151937,0.532070768659344
4936.36477,0.5,0.02712967986977754,0.4273504273504274,0.84,1.0,0.6546184738955825,0.38348082595870214,0.6586538461538463,0.5437788018433176,0.6551724137931032,0.46153846153846123,0.0,0.08000000000000002,0.393763437769198,0.3191419939697621,0.45836257793314683
4568.67217,0.5,0.02712967986977754,0.4273504273504274,1.0,0.6666666666666666,0.6546184738955825,0.38348082595870214,0.6586538461538463,0.5437788018433176,0.6551724137931032,0.46153846153846123,0.4545454545454546,0.4,0.3689241316069104,0.27649649492083855,0.36891846874779244
3941.25512,0.5,0.01356483993488877,0.4273504273504274,0.3333333333333333,0.3333333333333333,1.0,0.5368731563421829,1.0,0.8294930875576036,1.0,0.7067307692307692,0.696969696969697,0.66,0.318585771653604,0.26896241958601913,0.3531939732492462
3804.61017,0.5,0.02712967986977754,0.4273504273504274,0.6666666666666666,1.0,1.0,0.5368731563421829,1.0,0.8294930875576036,1.0,0.7067307692307692,1.0,1.0,0.2872123984898475,0.27018516870693815,0.35452310141452914
8263.28974,0.0,0.01356483993488877,0.6495726495726496,0.5066666666666666,1.0,0.0,0.09144542772861364,0.0,0.0,0.0,0.0,0.0,0.08000000000000002,0.6699890099055129,0.47090117037419715,0.8835640298497529
7903.51351,0.0,0.01356483993488877,0.4273504273504274,1.0,0.84,0.30923694779116495,0.23008849557522115,0.3125,0.25806451612903203,0.31034482758620685,0.2211538461538458,0.0,0.08000000000000002,0.6520492942279789,0.464400908375955,0.851255126147429
4418.44126,0.5,0.02712967986977754,0.4273504273504274,1.0,0.6666666666666666,0.0,0.09144542772861364,0.0,0.0,0.0,0.0,1.0,1.0,0.33965198093980165,0.2873385429927235,0.38880963572647054
7969.02575,0.0,0.01356483993488877,0.4273504273504274,0.3333333333333333,1.0,1.0,0.5368731563421829,1.0,0.8294930875576036,1.0,0.7067307692307692,0.0,0.08000000000000002,0.6414670028477342,0.4512160968442211,0.8204551493080499
5063.85109,0.5,0.02712967986977754,0.4273504273504274,1.0,1.0,0.30923694779116495,0.23008849557522115,0.3125,0.25806451612903203,0.31034482758620685,0.2211538461538458,0.0,0.08000000000000002,0.3930942558055882,0.32343916250348587,0.47597890186806
4460.91457,0.5,0.02712967986977754,0.4273504273504274,1.0,0.6666666666666666,1.0,0.5368731563421829,1.0,0.8294930875576036,1.0,0.7067307692307692,0.696969696969697,0.66,0.33965198093980165,0.27943895845382777,0.3684843301380658
7895.0208,0.0,0.01356483993488877,0.4273504273504274,0.6666666666666666,0.6666666666666666,1.0,0.5368731563421829,1.0,0.8294930875576036,1.0,0.7067307692307692,0.4545454545454546,0.4,0.6556593201403117,0.45472045280727796,0.8346160054186349
4868.21145,0.5,0.02712967986977754,0.4273504273504274,1.0,0.84,0.0,0.09144542772861364,0.0,0.0,0.0,0.0,0.696969696969697,0.66,0.4029975092934327,0.27322095219824166,0.4394874803015292
